utterance,intent,category,tags,intent_label
"Hi, can you help me with: i'm not sure how to: rwx ne anlama gelir??",file_permission_chmod,,,
Could you explain how to what's the correct way to rwx ne anlama gelir???,file_permission_chmod,,,
Any advice on how to any idea how i should handle: rwx ne anlama gelir???,file_permission_chmod,,,
"Hi, can you help me with: step-by-step for: rwx ne anlama gelir???",file_permission_chmod,,,
Any advice on how to rwx ne anlama gelir??,file_permission_chmod,,,
I was wondering about can you help me with: chmod 755 ne demek??,file_permission_chmod,,,
Christopher wants to know i'm not sure how to: chmod 755 ne demek?,file_permission_chmod,,,
Could you explain how to what's the correct way to chmod 755 ne demek???,file_permission_chmod,,,
Any advice on how to any idea how i should handle: chmod 755 ne demek???,file_permission_chmod,,,
Could you explain how to step-by-step for: chmod 755 ne demek???,file_permission_chmod,,,
I was wondering about chmod 755 ne demek?,file_permission_chmod,,,
Any advice on how to can you help me with: how to pull latest code from git???,git_operations,,,
Could you explain how to i'm not sure how to: how to pull latest code from git??,git_operations,,,
Mary wants to know what's the correct way to how to pull latest code from git??,git_operations,,,
I was wondering about any idea how i should handle: how to pull latest code from git??,git_operations,,,
Could you explain how to step-by-step for: how to pull latest code from git???,git_operations,,,
Any advice on how to how to pull latest code from git??,git_operations,,,
I was wondering about can you help me with: git stash nasıl çalışır??,git_operations,,,
Could you explain how to i'm not sure how to: git stash nasıl çalışır??,git_operations,,,
Could you explain how to what's the correct way to git stash nasıl çalışır???,git_operations,,,
Katelyn wants to know any idea how i should handle: git stash nasıl çalışır??,git_operations,,,
Could you explain how to step-by-step for: git stash nasıl çalışır???,git_operations,,,
Could you explain how to git stash nasıl çalışır??,git_operations,,,
Sabrina wants to know can you help me with: git clone nedir??,git_operations,,,
Any advice on how to i'm not sure how to: git clone nedir??,git_operations,,,
Any advice on how to what's the correct way to git clone nedir???,git_operations,,,
Cynthia wants to know any idea how i should handle: git clone nedir??,git_operations,,,
Any advice on how to step-by-step for: git clone nedir???,git_operations,,,
Could you explain how to git clone nedir??,git_operations,,,
Michael wants to know can you help me with: git reset nasıl yapılır??,git_operations,,,
"Hi, can you help me with: i'm not sure how to: git reset nasıl yapılır??",git_operations,,,
I was wondering about what's the correct way to git reset nasıl yapılır??,git_operations,,,
I was wondering about any idea how i should handle: git reset nasıl yapılır??,git_operations,,,
Could you explain how to step-by-step for: git reset nasıl yapılır???,git_operations,,,
I was wondering about git reset nasıl yapılır?,git_operations,,,
I was wondering about can you help me with: git’te commit geri almak??,git_operations,,,
Could you explain how to i'm not sure how to: git’te commit geri almak??,git_operations,,,
Could you explain how to what's the correct way to git’te commit geri almak???,git_operations,,,
Andrea wants to know any idea how i should handle: git’te commit geri almak??,git_operations,,,
"Hi, can you help me with: step-by-step for: git’te commit geri almak???",git_operations,,,
I was wondering about git’te commit geri almak?,git_operations,,,
Marcus wants to know can you help me with: how to set alert rules in grafana??,grafana_alert_rules,,,
Tara wants to know i'm not sure how to: how to set alert rules in grafana?,grafana_alert_rules,,,
Any advice on how to what's the correct way to how to set alert rules in grafana???,grafana_alert_rules,,,
Xavier wants to know any idea how i should handle: how to set alert rules in grafana??,grafana_alert_rules,,,
Vanessa wants to know step-by-step for: how to set alert rules in grafana??,grafana_alert_rules,,,
I was wondering about how to set alert rules in grafana?,grafana_alert_rules,,,
Could you explain how to can you help me with: grafana alert nasıl kurulur???,grafana_alert_rules,,,
Could you explain how to i'm not sure how to: grafana alert nasıl kurulur??,grafana_alert_rules,,,
"Hi, can you help me with: what's the correct way to grafana alert nasıl kurulur???",grafana_alert_rules,,,
Could you explain how to any idea how i should handle: grafana alert nasıl kurulur???,grafana_alert_rules,,,
Katherine wants to know step-by-step for: grafana alert nasıl kurulur??,grafana_alert_rules,,,
I was wondering about grafana alert nasıl kurulur?,grafana_alert_rules,,,
I was wondering about can you help me with: set alert for high cpu in grafana??,grafana_alert_rules,,,
Any advice on how to i'm not sure how to: set alert for high cpu in grafana??,grafana_alert_rules,,,
Andrea wants to know what's the correct way to set alert for high cpu in grafana??,grafana_alert_rules,,,
Sara wants to know any idea how i should handle: set alert for high cpu in grafana??,grafana_alert_rules,,,
Any advice on how to step-by-step for: set alert for high cpu in grafana???,grafana_alert_rules,,,
"Hi, can you help me with: set alert for high cpu in grafana??",grafana_alert_rules,,,
I was wondering about can you help me with: what is grafana alerting system??,grafana_alert_rules,,,
Could you explain how to i'm not sure how to: what is grafana alerting system??,grafana_alert_rules,,,
Chelsea wants to know what's the correct way to what is grafana alerting system??,grafana_alert_rules,,,
John wants to know any idea how i should handle: what is grafana alerting system??,grafana_alert_rules,,,
Any advice on how to step-by-step for: what is grafana alerting system???,grafana_alert_rules,,,
Could you explain how to what is grafana alerting system??,grafana_alert_rules,,,
Any advice on how to can you help me with: grafana'da e-mail alert nasıl yapılır???,grafana_alert_rules,,,
I was wondering about i'm not sure how to: grafana'da e-mail alert nasıl yapılır?,grafana_alert_rules,,,
Could you explain how to what's the correct way to grafana'da e-mail alert nasıl yapılır???,grafana_alert_rules,,,
"Hi, can you help me with: any idea how i should handle: grafana'da e-mail alert nasıl yapılır???",grafana_alert_rules,,,
Steven wants to know step-by-step for: grafana'da e-mail alert nasıl yapılır??,grafana_alert_rules,,,
I was wondering about grafana'da e-mail alert nasıl yapılır?,grafana_alert_rules,,,
"Hi, can you help me with: can you help me with: add notification channel in grafana???",grafana_alert_rules,,,
Tyrone wants to know i'm not sure how to: add notification channel in grafana?,grafana_alert_rules,,,
Any advice on how to what's the correct way to add notification channel in grafana???,grafana_alert_rules,,,
Any advice on how to any idea how i should handle: add notification channel in grafana???,grafana_alert_rules,,,
Joshua wants to know step-by-step for: add notification channel in grafana??,grafana_alert_rules,,,
I was wondering about add notification channel in grafana?,grafana_alert_rules,,,
"Hi, can you help me with: can you help me with: grafana alert rule nedir???",grafana_alert_rules,,,
I was wondering about i'm not sure how to: grafana alert rule nedir?,grafana_alert_rules,,,
I was wondering about what's the correct way to grafana alert rule nedir??,grafana_alert_rules,,,
Patrick wants to know any idea how i should handle: grafana alert rule nedir??,grafana_alert_rules,,,
Could you explain how to step-by-step for: grafana alert rule nedir???,grafana_alert_rules,,,
William wants to know grafana alert rule nedir?,grafana_alert_rules,,,
Any advice on how to can you help me with: alert tanımı grafana'da nasıl yapılır???,grafana_alert_rules,,,
"Hi, can you help me with: i'm not sure how to: alert tanımı grafana'da nasıl yapılır??",grafana_alert_rules,,,
Could you explain how to what's the correct way to alert tanımı grafana'da nasıl yapılır???,grafana_alert_rules,,,
"Hi, can you help me with: any idea how i should handle: alert tanımı grafana'da nasıl yapılır???",grafana_alert_rules,,,
I was wondering about step-by-step for: alert tanımı grafana'da nasıl yapılır??,grafana_alert_rules,,,
Sarah wants to know alert tanımı grafana'da nasıl yapılır?,grafana_alert_rules,,,
"Hi, can you help me with: can you help me with: grafana alert kuralları örneği???",grafana_alert_rules,,,
Could you explain how to i'm not sure how to: grafana alert kuralları örneği??,grafana_alert_rules,,,
I was wondering about what's the correct way to grafana alert kuralları örneği??,grafana_alert_rules,,,
"Hi, can you help me with: any idea how i should handle: grafana alert kuralları örneği???",grafana_alert_rules,,,
Could you explain how to step-by-step for: grafana alert kuralları örneği???,grafana_alert_rules,,,
Any advice on how to grafana alert kuralları örneği??,grafana_alert_rules,,,
Tracy wants to know can you help me with: json ile alert rule tanımlamak mümkün mü??,grafana_alert_rules,,,
"Hi, can you help me with: i'm not sure how to: json ile alert rule tanımlamak mümkün mü??",grafana_alert_rules,,,
Any advice on how to what's the correct way to json ile alert rule tanımlamak mümkün mü???,grafana_alert_rules,,,
Any advice on how to any idea how i should handle: json ile alert rule tanımlamak mümkün mü???,grafana_alert_rules,,,
Could you explain how to step-by-step for: json ile alert rule tanımlamak mümkün mü???,grafana_alert_rules,,,
Any advice on how to json ile alert rule tanımlamak mümkün mü??,grafana_alert_rules,,,
Could you explain how to can you help me with: grafana threshold ayarı nasıl yapılır???,grafana_alert_rules,,,
Could you explain how to i'm not sure how to: grafana threshold ayarı nasıl yapılır??,grafana_alert_rules,,,
Could you explain how to what's the correct way to grafana threshold ayarı nasıl yapılır???,grafana_alert_rules,,,
Any advice on how to any idea how i should handle: grafana threshold ayarı nasıl yapılır???,grafana_alert_rules,,,
"Hi, can you help me with: step-by-step for: grafana threshold ayarı nasıl yapılır???",grafana_alert_rules,,,
"Hi, can you help me with: grafana threshold ayarı nasıl yapılır??",grafana_alert_rules,,,
"Hi, can you help me with: can you help me with: grafana'da uyarı kurmak???",grafana_alert_rules,,,
Bradley wants to know i'm not sure how to: grafana'da uyarı kurmak?,grafana_alert_rules,,,
I was wondering about what's the correct way to grafana'da uyarı kurmak??,grafana_alert_rules,,,
Janet wants to know any idea how i should handle: grafana'da uyarı kurmak??,grafana_alert_rules,,,
Could you explain how to step-by-step for: grafana'da uyarı kurmak???,grafana_alert_rules,,,
Could you explain how to grafana'da uyarı kurmak??,grafana_alert_rules,,,
Any advice on how to can you help me with: prometheus ile grafana alert nasıl yapılır???,grafana_alert_rules,,,
I was wondering about i'm not sure how to: prometheus ile grafana alert nasıl yapılır?,grafana_alert_rules,,,
Any advice on how to what's the correct way to prometheus ile grafana alert nasıl yapılır???,grafana_alert_rules,,,
Could you explain how to any idea how i should handle: prometheus ile grafana alert nasıl yapılır???,grafana_alert_rules,,,
"Hi, can you help me with: step-by-step for: prometheus ile grafana alert nasıl yapılır???",grafana_alert_rules,,,
I was wondering about prometheus ile grafana alert nasıl yapılır?,grafana_alert_rules,,,
I was wondering about can you help me with: critical alert in grafana nasıl olur??,grafana_alert_rules,,,
Molly wants to know i'm not sure how to: critical alert in grafana nasıl olur?,grafana_alert_rules,,,
I was wondering about what's the correct way to critical alert in grafana nasıl olur??,grafana_alert_rules,,,
Scott wants to know any idea how i should handle: critical alert in grafana nasıl olur??,grafana_alert_rules,,,
Any advice on how to step-by-step for: critical alert in grafana nasıl olur???,grafana_alert_rules,,,
"Hi, can you help me with: critical alert in grafana nasıl olur??",grafana_alert_rules,,,
"Hi, can you help me with: can you help me with: alerting pipeline in grafana???",grafana_alert_rules,,,
Robert wants to know i'm not sure how to: alerting pipeline in grafana?,grafana_alert_rules,,,
"Hi, can you help me with: what's the correct way to alerting pipeline in grafana???",grafana_alert_rules,,,
"Hi, can you help me with: any idea how i should handle: alerting pipeline in grafana???",grafana_alert_rules,,,
Could you explain how to step-by-step for: alerting pipeline in grafana???,grafana_alert_rules,,,
